frame_time_s,f_hz,A_total_rms,B_residual_rms,thd_n_residual_over_total
2.259999999999999787e+01,3.635000000000000000e+03,4.167102751213125157e+04,1.423020415458454863e+03,3.414891593551865057e-02
2.269999999999999929e+01,3.718000000000000000e+03,4.167202743027537508e+04,1.394038607176295727e+03,3.345262261378492696e-02
2.279999999999999716e+01,3.798000000000000000e+03,4.167139111342191609e+04,1.344278341162659444e+03,3.225902244309001438e-02
2.289999999999999858e+01,3.895000000000000000e+03,4.167046419886234798e+04,1.320196288585727416e+03,3.168182342019051217e-02
2.299999999999999645e+01,3.979000000000000000e+03,4.167042514975686208e+04,1.343576181042594726e+03,3.224291991775932870e-02
2.309999999999999787e+01,4.076000000000000000e+03,4.167155862253740634e+04,1.396606228560701084e+03,3.351461463707691713e-02
2.319999999999999929e+01,4.175000000000000000e+03,4.167320739113945456e+04,1.448222196805483009e+03,3.475187746440182995e-02
2.329999999999999716e+01,4.269000000000000000e+03,4.167440100347701082e+04,1.480025571218775667e+03,3.551402145156910828e-02
2.339999999999999858e+01,4.365000000000000000e+03,4.167475123497254390e+04,1.483858962310441029e+03,3.560570653305349109e-02
2.349999999999999645e+01,4.468000000000000000e+03,4.167472185403751791e+04,1.469288759453515013e+03,3.525611435631376134e-02
2.359999999999999787e+01,4.572000000000000000e+03,4.167444216034722922e+04,1.448854951806411918e+03,3.476603109003295611e-02
2.369999999999999929e+01,4.681000000000000000e+03,4.167324647309469583e+04,1.421622300568020819e+03,3.411354816058922296e-02
2.379999999999999716e+01,4.787000000000000000e+03,4.167121562929196807e+04,1.394099136475977730e+03,3.345472685217330128e-02
2.389999999999999858e+01,4.904000000000000000e+03,4.166939971091831831e+04,1.378688253882573235e+03,3.308634785831401914e-02
2.399999999999999645e+01,5.021000000000000000e+03,4.166862904217899631e+04,1.375912359607183134e+03,3.302034147114411150e-02
2.409999999999999787e+01,5.140000000000000000e+03,4.166867852877195401e+04,1.371113087173697295e+03,3.290512527837791829e-02
2.419999999999999929e+01,5.250000000000000000e+03,4.166870901596353360e+04,1.347495260392877299e+03,3.233830114287063184e-02
2.429999999999999716e+01,5.382000000000000000e+03,4.166825432978346362e+04,1.301736456562498461e+03,3.124048457273739463e-02
2.439999999999999858e+01,5.508000000000000000e+03,4.166780572507617035e+04,1.261847881425497462e+03,3.028352128142190042e-02
2.449999999999999645e+01,5.638000000000000000e+03,4.166775906958574342e+04,1.252749887192545657e+03,3.006520905288992754e-02
2.459999999999999787e+01,5.766000000000000000e+03,4.166791761863667489e+04,1.268518759613277325e+03,3.044353622907977966e-02
2.469999999999999929e+01,5.891000000000000000e+03,4.166767525051969278e+04,1.280477589665636742e+03,3.073071828382521048e-02
2.479999999999999716e+01,6.038000000000000000e+03,4.166700601413421828e+04,1.280341472680651577e+03,3.072794508552728968e-02
2.489999999999999858e+01,6.176000000000000000e+03,4.166630400974843360e+04,1.277717491351716262e+03,3.066548669766283597e-02
2.499999999999999645e+01,6.320000000000000000e+03,4.166565706916305498e+04,1.274442339048210442e+03,3.058735727922628003e-02
2.509999999999999787e+01,6.456000000000000000e+03,4.166507981625820685e+04,1.272828227721422763e+03,3.054904090750715923e-02
2.519999999999999929e+01,6.620000000000000000e+03,4.166468052120653010e+04,1.281272840775282248e+03,3.075201404996106419e-02
2.529999999999999716e+01,6.765000000000000000e+03,4.166460295091932494e+04,1.300524228324134810e+03,3.121412748985380459e-02
2.539999999999999858e+01,6.928000000000000000e+03,4.166488645105257456e+04,1.313321465387895614e+03,3.152106191218762704e-02
2.549999999999999645e+01,7.083000000000000000e+03,4.166562797100491298e+04,1.312568960498711022e+03,3.150244036672451148e-02
2.559999999999999787e+01,7.255000000000000000e+03,4.166657370260458993e+04,1.307254453584117073e+03,3.137417688612107597e-02
2.569999999999999929e+01,7.432000000000000000e+03,4.166733011440600967e+04,1.312508126510823786e+03,3.149969347464955105e-02
2.579999999999999716e+01,7.591000000000000000e+03,4.166728850606323249e+04,1.318184883141100499e+03,3.163596505564033462e-02
2.589999999999999858e+01,7.781000000000000000e+03,4.166632593545347481e+04,1.307363739843734493e+03,3.137698634309658147e-02
2.599999999999999645e+01,7.958000000000000000e+03,4.166517551918263780e+04,1.287596450926052512e+03,3.090342077962070222e-02
2.609999999999999787e+01,8.134000000000000000e+03,4.166471816585082706e+04,1.281415552937361554e+03,3.075541151716306223e-02
2.619999999999999929e+01,8.323000000000000000e+03,4.166517270292411558e+04,1.292954679993879608e+03,3.103202497713728261e-02
2.629999999999999716e+01,8.520000000000000000e+03,4.166590694476302451e+04,1.299711462812077343e+03,3.119364387135794073e-02
2.639999999999999858e+01,8.714000000000000000e+03,4.166633689231721655e+04,1.291059278844629034e+03,3.098566793095471755e-02
2.649999999999999645e+01,8.907000000000000000e+03,4.166632549039925652e+04,1.272588824151669542e+03,3.054238186770031130e-02
2.659999999999999787e+01,9.134000000000000000e+03,4.166622857674347324e+04,1.257939471905342089e+03,3.019086475725515223e-02
2.669999999999999929e+01,9.345000000000000000e+03,4.166652451630127325e+04,1.257458698441652132e+03,3.017911172192185715e-02
2.679999999999999716e+01,9.557000000000000000e+03,4.166726799167077843e+04,1.265805485935906063e+03,3.037889324034728084e-02
2.689999999999999858e+01,9.790000000000000000e+03,4.166804235986342246e+04,1.270581069554842543e+03,3.049293889503013402e-02
2.699999999999999645e+01,1.000800000000000000e+04,4.166849695298981533e+04,1.271647957863275224e+03,3.051821041920331143e-02
2.709999999999999787e+01,1.024900000000000000e+04,4.166887320418075979e+04,1.284293265290569025e+03,3.082140616083931320e-02
2.719999999999999929e+01,1.047800000000000000e+04,4.167023844867609296e+04,1.335890822619027404e+03,3.205863158821137260e-02
2.729999999999999716e+01,1.072500000000000000e+04,4.167280710122183518e+04,1.417980619708452878e+03,3.402652037008752767e-02
2.739999999999999858e+01,1.096100000000000000e+04,4.167490437954230583e+04,1.475330485298308076e+03,3.540093270190031866e-02
2.749999999999999645e+01,1.123500000000000000e+04,4.167463133002696850e+04,1.466181378826930768e+03,3.518162805607192439e-02
2.759999999999999787e+01,1.149300000000000000e+04,4.167236989916705352e+04,1.409704979839926409e+03,3.382828918179917738e-02
2.769999999999999929e+01,1.176800000000000000e+04,4.167023442634730600e+04,1.364059310738703516e+03,3.273462051550721230e-02
2.779999999999999716e+01,1.202900000000000000e+04,4.166919723504014837e+04,1.350504990768993594e+03,3.241015139195763117e-02
2.789999999999999858e+01,1.231200000000000000e+04,4.166879593139662029e+04,1.345955709748873232e+03,3.230128636221816368e-02
2.799999999999999645e+01,1.259300000000000000e+04,4.166853285070182756e+04,1.337015772796051806e+03,3.208694142379751174e-02
2.809999999999999787e+01,1.288900000000000000e+04,4.166811360458505078e+04,1.327430775802103881e+03,3.185723232875214278e-02
2.819999999999999929e+01,1.317600000000000000e+04,4.166741706908385095e+04,1.322943080679456671e+03,3.175006212854614845e-02
2.829999999999999716e+01,1.349400000000000000e+04,4.166707428940583486e+04,1.335176584660474418e+03,3.204392454787623884e-02
2.839999999999999858e+01,1.383300000000000000e+04,4.166766545644327562e+04,1.363985770455049988e+03,3.273487380474612851e-02
2.849999999999999645e+01,1.413100000000000000e+04,4.166906967223960237e+04,1.396562875083945301e+03,3.351557608722786213e-02
2.859999999999999787e+01,1.448300000000000000e+04,4.167078707548524835e+04,1.428441700167861427e+03,3.427921093931551172e-02
2.869999999999999929e+01,1.480200000000000000e+04,4.167237703431369300e+04,1.463164632970472212e+03,3.511113925096423505e-02
2.879999999999999716e+01,1.514800000000000000e+04,4.167375786499716924e+04,1.504636680686067621e+03,3.610513564820247434e-02
2.889999999999999858e+01,1.552300000000000000e+04,4.167430351212505047e+04,1.530431761477753980e+03,3.672363141071999237e-02
2.899999999999999645e+01,1.585300000000000000e+04,4.167370778060732846e+04,1.520002928751136551e+03,3.647390668363958283e-02
2.909999999999999787e+01,1.624100000000000000e+04,4.167315957301112940e+04,1.497649732493885040e+03,3.593799337124922028e-02
2.919999999999999929e+01,1.660700000000000000e+04,4.166295141111414705e+04,1.497167561363620280e+03,3.593522567784842442e-02
2.929999999999999716e+01,1.700100000000000000e+04,4.152127353653946193e+04,1.516170395544657595e+03,3.651550798918536817e-02
2.939999999999999858e+01,1.738400000000000000e+04,4.080478428833719227e+04,1.506474414489054197e+03,3.691906330992746066e-02
2.949999999999999645e+01,1.777100000000000000e+04,3.874501591515292967e+04,1.415399850010213868e+03,3.653114643467367945e-02
